project_name,team_name,description,github_url,track_name,technologies,team_members,demo_url,video_url
Marikiti Online,Team_33295,"Problem: In remote/rural regions in kenya beyond, smallholder farmers often struggle to reach urban markets, leading to unsold produce, income loss, and lack of market transparency. Consumers face limited access to fresh, locally grown produce, and often rely on intermediaries, which can inflate prices and reduce quality. Solution: Our Farmers Market App bridges the gap by connecting local farmers directly with consumers. By leveraging geolocation, the app provides users with real-time access...",https://github.com/CeeKay-254/FARMERS-MARKET,DLT for Operations,Other,,https://farmers-market-n7dbuzadw-ceekay-254s-projects.vercel.app/,
PixelAfrica,Team_33284,"One Pixel, One Life. PixelAfrica turns every blood unit into a living pixel, tracked on Hedera for speed and trust, giving hospitals, couriers, and donors real-time transparency in the blood supply chain.",https://github.com/GokhanCey/pixel-africa/,DLT for Operations,2,,,https://www.youtube.com/
AETERNUM Finance,Team_33276,"AETERNUM Finance is a decentralized financial ecosystem designed to enable secure, transparent, and inclusive access to financial tools on Hedera. It solves the problem of limited trust, high transaction fees, and exclusion from global finance by leveraging blockchain and smart contracts. With integrated features like cross-chain transactions, AI-powered risk analysis, and community-driven governance, AETERNUM Finance aims to accelerate crypto adoption across Africa and beyond.",,Onchain Finance & Real-World Assets (RWA),1,,,
Humee graphics,Team_33273,The Best of graphic design for wedding logo and invitations cards,,DLT for Operations,"Other, 1",,,
HashSwap,Team_33260,"HashSwap is a decentralized exchange (DEX) designed to bring liquidity and token adoption into the Hedera ecosystem. Built with Hedera’s EVM-compatible smart contracts, it allows users to: Bring assets into Hedera for DeFi participation Swap tokens instantly with low fees Provide liquidity and earn LP rewards This MVP demonstrates an AMM DEX with ERC20 tokens deployed on Hedera Testnet, a simple swap interface, and liquidity provision features. It’s inspired by Uniswap but optimized for Heder...",,Onchain Finance & Real-World Assets (RWA),"Crypto / Web3, 2, 5",,,
MellowTech AI Cybersecurity,Team_33257,"MellowTech is building a decentralized cybersecurity platform designed to help businesses detect and respond to digital threats in real time. By combining AI-driven threat detection with blockchain-based audit trails, the solution ensures both security and transparency while keeping costs low for startups and SMEs. The platform features an easy-to-use dashboard for monitoring incidents, automated reporting, and immutable logging of all events, making enterprise-grade protection more accessibl...",https://github.com/Gmello904,AI & DePIN,"AI / Robotics, 1",,,
QUID,Team_33255,QUID allows you to easily issue and manage tamper-proof IDs that are secured by blockchain technology. This not only ensures the authenticity of every ID but also provides a transparent and immutable record for your organization.,https://github.com/OyaleSalami/QUID,DLT for Operations,Crypto / Web3Account AbstractionCreator Economy,,,
Hedera GlobalPay,Team_33251,"--- 🗂️ Hedera GlobalPay Decentralized Cross-border payment By MARYAM IBRAHIM MUHAMMAD 1️⃣ Slide Deck File: Hedera_GlobalPay_Pitch.pptx Content: Slide 1: Title – Hedera GlobalPay Slide 2: Problem – costly, slow, unbanked population Slide 3: Solution – fast, cheap, Hedera-powered payments Slide 4: Demo Flow – Send → Convert → Process → Receive Slide 5: Why Hedera – speed, low cost, eco-friendly, secure",,Onchain Finance & Real-World Assets (RWA),"Other, 3",,,
Bloomr,Team_33247,"Tagline: Invest in farms. Empower communities. Earn sustainable returns. - Farmers lack access to affordable financing. Traditional banks require collateral and have complex processes many smallholder farmers can’t meet. - Investors face trust and transparency issues. Funding a farm remotely is risky: it’s hard to verify farmer identity, track money flow, or confirm project progress. This creates a financing gap: farmers can’t scale their production, while impact investors can’t deploy funds ...",https://github.com/Best-wale/Bloomer_api.git,DLT for Operations,"Crypto / Web3DeFiRWAHedera, 1",,https://blooomr.netlify.app/,
Skynet,Team_33240,Ai that integrates deep analysis of ai research in web3 gaming and crypto trading.,,AI & DePIN,AI / Robotics,,,
Test,Team_33238,assa,https://github.com/alexchtst/BootcampAI-Project.git,DLT for Operations,Other,,,
HarvestFi,Team_33235,"🌍 Project: HarvestFi – Tokenizing Agriculture for Inclusive Finance Across Africa, over 60% of smallholder farmers lack access to affordable financing due to poor collateral, opaque credit systems, and weak trust between farmers and financial institutions. As a result, farmers struggle to scale production, while global investors lack transparent, secure, and verifiable access to agriculture—the very backbone of food security. This financing gap traps millions in poverty and undermines growth.",https://github.com/leoemaxie/harvestfi,Onchain Finance & Real-World Assets (RWA),Crypto / Web3DeFiRWA,,https://harvestfi.vercel.app/,
Dady master,Team_33234,[](https://),,Onchain Finance & Real-World Assets (RWA),"Crypto / Web3MetamaskNFTDora VotaHedera, 1",,,
HEDERAPOLY,Team_33229,"HederaPoly is a blockchain-based game built on Solidity, inspired by Monopoly. Players mint 100 HPOLY tokens (ERC1155) and start with a 100-token in-game balance. They navigate a 12-tile board by rolling a virtual die, landing on profit (+80 to +160 tokens) or loss (-50 to -120 tokens) tiles. Players burn tokens (1000 initially) to mint unique NFTs, with a cap of 6000 NFTs and 12M tokens. The game ends if the balance hits zero or caps are reached. It features strategic resource management, a ...",https://github.com/Elexy101/Hederapoly,Immersive Experience,"Crypto / Web3NFTGameFiCrypto AdoptionHedera, 2, 4",,https://hederapoly.netlify.app/,
FitNaija+,Team_33226,"Fit Naija+ is a Web3-powered fitness and wellness platform designed for Nigerians. It combines workout tracking, nutrition logging, and community challenges with tokenized rewards on Hedera, making healthy living engaging and affordable.",,DLT for Operations,Other,,,
FashionChain: Decentralized Sustainable Fashion Supply Chain on Hedera,Team_33222,"FashionChain: Decentralized Sustainable Fashion Supply Chain on Hedera A Web3 platform leveraging Hedera Hashgraph to: Track fashion products from raw material to final customer (transparency, authenticity). Mint NFT certificates of authenticity & sustainability for each garment. Enable micro-loans & royalties to small African designers via smart contracts. Scope Hedera smart contract to mint “Fashion NFTs” per product.",,DLT for Operations,1,,,
SwaptorX,Team_33221,SwaptorX is a next-gen decentralized exchange aggregator and DEX. Find the best swap rates with multi-path trading across various liquidity pools! Description of technical depth and difficulty: https://x.com/SWaptorX/status/1961356837355467113 farcaster Mini App: https://farcaster.xyz/miniapps/NMv-fxYJIbmF/swaptorx,https://github.com/swaptorx,DLT for Operations,Crypto / Web3Base,,https://app.swaptorx.com/,
The GreenProof-Eco-Action on Hedera,Team_33218,"GreenProof is a decentralized proof-of-action platform built on Hedera Hashgraph that enables individuals, NGOs, and organizations to record and verify eco-friendly activities such as tree planting, recycling, and waste management. Each action is minted as a non-transferable NFT, creating transparent and immutable proof, while participants earn EcoCredits as rewards. GreenProof fosters accountability, incentivizes sustainability, and empowers communities to take part in building a greener pla...",,DLT for Operations,Crypto / Web3,,,
CryptoTipper,Team_33217,"CryptoTipper is a lightweight decentralized tipping platform that allows users to send and receive crypto tips seamlessly. The app is built with Next.js and ethers.js, deployed on Vercel, and connects directly to MetaMask wallets on the Sepolia testnet. Key features: 🔗 Wallet Connection: Connect MetaMask with one click. 💸 Send Tips: Users can send small crypto tips to each other.",,DLT for Operations,,,https://crypto-tips-dapp-p8uhoudcm-adedayo-davids-projects.vercel.app/,
Paxterra,Team_33216,Property management and real estate in general need a Bridge between the traditional practices and web3. Innovation to simplify and onboard.,,Onchain Finance & Real-World Assets (RWA),Other,,,
HederaPay,Team_33215,"--- HederaPay leverages the Hedera Hashgraph network to make payments across Africa faster, cheaper, and more secure. The platform uses Hedera’s Token Service (HTS) for managing digital transactions and ensures transparent, reliable, and tamper-proof records through Hedera’s consensus mechanism. By integrating Hedera, HederaPay reduces transaction fees, improves settlement speed, and empowers users with trustworthy cross-border payment solutions.",https://github.com/TunmiDev/hederapay,Onchain Finance & Real-World Assets (RWA),"Other, 1",,https://hederapay.vercel.app/,https://youtu.be/OGEzGEkGZeY
FarmChain Africa,Team_33191,"FarmChain Africa is a decentralized platform powered by Hedera Hashgraph that transforms the agricultural supply chain by giving African farmers’ produce a secure digital identity. Through tokenization, transparent certification, and instant micropayments, the platform ensures fair trade, financial inclusion, and global trust in African products.",,DLT for Operations,Other,,,
Lepoo,Team_33182,"An on-chain event ticketing platform that issues tickets as NFTs. This allows for secure, transparent, and easily transferable ticket ownership, eliminating fraud and scalping. It can be used for concerts, sports events, and conferences. Problem Statement Current Ticketing Industry Challenges 1. Ticket Fraud & Counterfeiting - $1 billion+ lost annually to fake tickets - No reliable way to verify ticket authenticity",https://github.com/Samuel1505/EventTicketing,Onchain Finance & Real-World Assets (RWA),Crypto / Web3,,https://leepoo.vercel.app/,
